Chave,Tipo de item,Resumo,Projeto,Unidade de Negócio,Status,Prioridade,Criado,Resolvido_Piloto,Atualizado(a),SLA_Horas_Resolucao,HorasResolucao_Calculated,CumpriuSLA_Resolucao_Calculated,SLA_Violado_Calculated,SLA_Horas_Primeira_Resposta,HorasPrimeiraResposta_Original,CumpriuSLA_PrimeiraResposta_Calculated,Is_Open,Aging_Horas,Em_Risco,Status_Categoria,LeadTime_Horas,Mes_Criacao,Ano_Criacao,Tempo até a primeira resposta,Tempo de resolução,SLA,Primeira Resposta
CS-175,Bug,Incident: 327243 - [PGA] - Falha no sistema de registro de auditorias (Ocorrencia fechando sem ações concluídas),Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-01-26 10:48:00,2024-02-14 22:04:00,2024-03-06 09:55:00,16.0,467.26666666666665,Não,Sim,8.0,-40.63333333333333,Sim,False,,Não,Fechado,467.26666666666665,2024-01-31 00:00:00,2024,"-1 day, 16:38:00","-1 day, 16:38:00",Violado,Violado
CS-179,Bug,329138 - Cadastro Cliente PMA,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-01-29 16:46:00,2024-03-07 19:14:00,2024-04-15 11:31:00,16.0,914.4666666666667,Não,Sim,8.0,3.2333333333333334,Sim,False,,Não,Fechado,914.4666666666667,2024-01-31 00:00:00,2024,3:14:00,"-2 days, 17:45:00",Violado,Atingido
CS-180,Bug,328121 - PMA - cadastro de preço não fica salvo,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-01-30 15:38:00,2024-08-07 16:53:00,2024-08-07 16:53:00,16.0,4561.25,Não,Sim,8.0,-39.81666666666667,Sim,False,,Não,Fechado,4561.25,2024-01-31 00:00:00,2024,"-1 day, 15:49:00","-4 days, 22:20:00",Violado,Violado
CS-181,Bug,"329312 - PMA - coluna ""shipping"" ao criar cotação",Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-01-30 15:41:00,2024-03-07 19:14:00,2024-04-15 11:46:00,16.0,891.55,Não,Sim,8.0,7.983333333333333,Sim,False,,Não,Fechado,891.55,2024-01-31 00:00:00,2024,7:59:00,"-2 days, 1:05:00",Violado,Atingido
CS-183,Bug,328434 - Registro de manutenção no SGLab,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-01-30 16:05:00,2024-03-07 19:14:00,2024-03-07 19:14:00,16.0,891.15,Não,Sim,8.0,-28.016666666666666,Sim,False,,Não,Fechado,891.15,2024-01-31 00:00:00,2024,"-1 day, 4:01:00","-2 days, 19:00:00",Violado,Violado
CS-185,Bug,Incident: 327568 - Erro no PGTP,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-05 15:53:00,2024-04-10 08:54:00,2024-04-15 11:32:00,16.0,1553.0166666666667,Não,Sim,8.0,-62.46666666666667,Sim,False,,Não,Fechado,1553.0166666666667,2024-02-29 00:00:00,2024,"-2 days, 14:28:00","-4 days, 15:02:00",Violado,Violado
CS-188,Bug,322951 - Bug PGA - MOC - filtro e datas,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-09 11:30:00,2024-03-13 16:12:00,2024-03-13 16:12:00,16.0,796.7,Não,Sim,8.0,-43.166666666666664,Sim,False,,Não,Fechado,796.7,2024-02-29 00:00:00,2024,"-1 day, 19:10:00","-1 day, 14:42:00",Violado,Violado
CS-189,Bug Legado,Novo erro - [PGA] Falha sistema auditoria (encerramento de ocorrência) ,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-14 11:08:00,2024-03-07 19:14:00,2024-03-07 19:14:00,16.0,536.1,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,536.1,2024-02-29 00:00:00,2024,8:00:00,"-6 days, 17:00:00",Violado,Atingido
CS-190,Bug,PMA - Erro na exibição do NCM,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-15 16:08:00,2024-02-15 16:33:00,2024-02-19 17:36:00,16.0,0.4166666666666667,Sim,Não,8.0,7.95,Sim,False,,Não,Fechado,0.4166666666666667,2024-02-29 00:00:00,2024,7:57:00,7:57:00,Atingido,Atingido
CS-191,Bug,PGD - Usuário novo não aparece na busca de usuários na tela de integração,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-16 10:47:00,2024-03-07 19:14:00,2024-03-07 19:14:00,16.0,488.45,Não,Sim,8.0,-24.35,Sim,False,,Não,Fechado,488.45,2024-02-29 00:00:00,2024,"-1 day, 0:21:00","-2 days, 2:06:00",Violado,Violado
CS-192,Bug,Incident: 331838 - PMA - Relatório de produtos por vendedores está incompleto,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-16 14:13:00,2024-03-05 09:45:00,2024-03-06 10:31:00,16.0,427.53333333333336,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,427.53333333333336,2024-02-29 00:00:00,2024,8:00:00,"-2 days, 17:26:00",Violado,Atingido
CS-193,Problema,Incident: 332085 - PMA - Cotações criadas não aparecem no PMA,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-19 11:49:00,2024-03-01 09:50:00,2024-03-06 10:31:00,16.0,262.01666666666665,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,262.01666666666665,2024-02-29 00:00:00,2024,8:00:00,8:00:00,Atingido,Atingido
CS-194,Bug,Incident: 332076 - PMA - Falha nas notificações de preços abaixo do mínimo,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-02-19 11:53:00,2024-05-28 15:05:00,2024-06-03 09:43:00,16.0,2379.2,Não,Sim,8.0,-190.75,Sim,False,,Não,Fechado,2379.2,2024-02-29 00:00:00,2024,"-7 days, 22:45:00","-7 days, 22:45:00",Violado,Violado
CS-195,Bug,PMA - erro no ICMS,Croda - Suporte - PIP489,Tribo 2,Concluído,Low,2024-02-15 09:10:00,2024-04-09 18:58:00,2024-04-09 18:58:00,24.0,1305.8,Não,Sim,12.0,12.916666666666666,Não,False,,Não,Fechado,1305.8,2024-02-29 00:00:00,2024,12:55:00,12:55:00,Atingido,Atingido
CS-197,Bug,334852 - SGLab - Problemas ao salvar alterações no campo Registro de manutenção/observação,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-03-13 16:14:00,2024-08-07 13:32:00,2024-08-07 13:32:00,16.0,3525.3,Não,Sim,8.0,-30.066666666666666,Sim,False,,Não,Fechado,3525.3,2024-03-31 00:00:00,2024,"-1 day, 6:04:00","-22 days, 10:35:00",Violado,Violado
CS-198,Bug,PMA - Transmissão de dados redundantes causando lentidão nas requests,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-03-14 01:03:00,2024-07-24 20:05:00,2024-07-24 20:06:00,16.0,3187.0333333333333,Não,Sim,8.0,-881.0,Sim,False,,Não,Fechado,3187.0333333333333,2024-03-31 00:00:00,2024,"-36 days, 17:00:00","-36 days, 17:00:00",Violado,Violado
CS-199,Bug,PMA - Revisão e correção da procedure de exportação de cotações do PMA,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-03-14 01:06:00,2024-07-24 20:05:00,2024-07-24 20:05:00,16.0,3186.983333333333,Não,Sim,8.0,-881.0,Sim,False,,Não,Fechado,3186.983333333333,2024-03-31 00:00:00,2024,"-36 days, 17:00:00","-36 days, 17:00:00",Violado,Violado
CS-200,Bug,336621 - Falta de usuários na lista suspensa PGTP,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-03-28 14:49:00,2024-04-10 08:54:00,2024-04-12 00:18:00,16.0,306.0833333333333,Não,Sim,8.0,3.65,Sim,False,,Não,Fechado,306.0833333333333,2024-03-31 00:00:00,2024,3:39:00,3:39:00,Atingido,Atingido
CS-202,Bug,337054 - Quotation was allowed for Inactive Customer in PMA ,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-05 10:34:00,2024-07-30 09:42:00,2024-07-30 09:42:00,16.0,2783.133333333333,Não,Sim,8.0,-418.1333333333333,Sim,False,,Não,Fechado,2783.133333333333,2024-04-30 00:00:00,2024,"-17 days, 10:08:00","-17 days, 10:08:00",Violado,Violado
CS-205,Bug Legado,PMA - Tratar exceções de produtos que não tenham ProductLeadTime e/ou ProductClientCodes no momento de gerar o PDF,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-05 19:29:00,2024-05-03 12:07:00,2024-05-03 12:07:00,16.0,664.6333333333333,Não,Sim,8.0,-25.866666666666667,Sim,False,,Não,Fechado,664.6333333333333,2024-04-30 00:00:00,2024,"-1 day, 1:52:00","-1 day, 1:52:00",Violado,Violado
CS-206,Bug Legado,PMA - Correção do BusinessType parmanecendo estático após a alteração do cliente,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-05 19:35:00,2024-05-03 12:07:00,2024-05-03 12:07:00,16.0,664.5333333333333,Não,Sim,8.0,-26.95,Sim,False,,Não,Fechado,664.5333333333333,2024-04-30 00:00:00,2024,"-1 day, 2:57:00","-1 day, 2:57:00",Violado,Violado
CS-208,Bug Legado,PMA - Correção do Histórico de Preços dos Produtos sendo carregado indevidamente no momento de gerar o PDF,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-05 19:39:00,2024-05-03 12:07:00,2024-05-03 12:07:00,16.0,664.4666666666667,Não,Sim,8.0,-25.85,Sim,False,,Não,Fechado,664.4666666666667,2024-04-30 00:00:00,2024,"-1 day, 1:51:00","-1 day, 1:51:00",Violado,Violado
CS-209,Bug Legado,PMA - Correção do Histórico de Preços dos Produtos sendo carregado indevidamente no momento de criar uma cotação,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-08 21:48:00,2024-05-03 12:06:00,2024-05-03 12:06:00,16.0,590.3,Não,Sim,8.0,-34.833333333333336,Sim,False,,Não,Fechado,590.3,2024-04-30 00:00:00,2024,"-1 day, 10:50:00","-1 day, 10:50:00",Violado,Violado
CS-210,Problema,Testes referentes a VPN,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-17 18:51:00,2024-10-16 12:39:00,2024-10-16 12:39:00,16.0,4361.8,Não,Sim,8.0,-1160.0,Sim,False,,Não,Fechado,4361.8,2024-04-30 00:00:00,2024,"-48 days, 8:00:00","-48 days, 8:00:00",Violado,Violado
CS-211,Bug,PGA - Menus administrativos nao funcionam,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-22 08:37:00,2024-05-03 12:06:00,2024-05-03 12:06:00,16.0,267.48333333333335,Não,Sim,8.0,-72.75,Sim,False,,Não,Fechado,267.48333333333335,2024-04-30 00:00:00,2024,"-3 days, 0:45:00","-3 days, 0:45:00",Violado,Violado
CS-212,Problema,PMA - Problemas com Hierarquias no 004 + Deploy Hierarquias no 011/005,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-22 18:48:00,2024-04-26 14:42:00,2024-05-03 03:40:00,16.0,91.9,Não,Sim,8.0,-47.0,Sim,False,,Não,Fechado,91.9,2024-04-30 00:00:00,2024,"-1 day, 23:00:00","-1 day, 23:00:00",Violado,Violado
CS-213,Bug,340191 - PMA - cadastro de novos clientes - não salva,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-04-30 15:21:00,2024-05-03 10:35:00,2024-05-03 10:35:00,16.0,67.23333333333333,Não,Sim,8.0,-37.93333333333333,Sim,False,,Não,Fechado,67.23333333333333,2024-04-30 00:00:00,2024,"-1 day, 13:56:00","-1 day, 13:56:00",Violado,Violado
CS-215,Bug,340560 PMA - cadastro de cliente não salva após alteração,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-05-03 12:12:00,2024-05-09 15:46:00,2024-05-09 15:46:00,16.0,147.56666666666666,Não,Sim,8.0,7.983333333333333,Sim,False,,Não,Fechado,147.56666666666666,2024-05-31 00:00:00,2024,7:59:00,7:59:00,Atingido,Atingido
CS-217,Bug,340608 PMA - divergência no ICMS,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-05-07 12:32:00,2024-07-24 20:09:00,2024-07-24 20:09:00,16.0,1879.6166666666666,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,1879.6166666666666,2024-05-31 00:00:00,2024,8:00:00,"-21 days, 3:34:00",Violado,Atingido
CS-218,Bug,340941 PMA - UNSENT EMAILS,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-05-07 14:39:00,2024-05-09 15:51:00,2024-05-09 15:51:00,16.0,49.2,Não,Sim,8.0,5.9,Sim,False,,Não,Fechado,49.2,2024-05-31 00:00:00,2024,5:54:00,5:54:00,Atingido,Atingido
CS-220,Bug,341076 PMA - Cotações por hierarquia são enviadas para clientes obsoletos,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-05-08 11:13:00,2024-07-24 20:10:00,2024-07-24 20:10:00,16.0,1856.95,Não,Sim,8.0,-521.0,Sim,False,,Não,Fechado,1856.95,2024-05-31 00:00:00,2024,"-21 days, 17:00:00","-21 days, 17:00:00",Violado,Violado
CS-221,Bug,341100 PMA - Cotações por hierarquia com mais de um cliente contatos repetidos,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-05-08 12:24:00,2024-08-07 16:53:00,2024-08-07 16:53:00,16.0,2188.483333333333,Não,Sim,8.0,-542.0,Sim,False,,Não,Fechado,2188.483333333333,2024-05-31 00:00:00,2024,"-22 days, 14:00:00","-24 days, 23:05:00",Violado,Violado
CS-222,Bug,340942 Plano de integração - terceiro,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-05-09 16:36:00,2024-07-15 11:36:00,2024-07-15 11:36:00,16.0,1603.0,Não,Sim,8.0,-41.25,Sim,False,,Não,Fechado,1603.0,2024-05-31 00:00:00,2024,"-1 day, 17:15:00","-1 day, 17:15:00",Violado,Violado
CS-227,Bug,"PMA - Filtros por data estão considerando hora, minuto e segundo e não deveriam",Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-03 15:41:00,2024-07-24 18:12:00,2024-07-24 18:12:00,16.0,1226.5166666666667,Não,Sim,8.0,-355.45,Sim,False,,Não,Fechado,1226.5166666666667,2024-06-30 00:00:00,2024,"-14 days, 19:27:00","-14 days, 19:27:00",Violado,Violado
CS-228,Bug,Corrigir validação do usuário BackOffice quando é copiada de cotação,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-03 15:41:00,2024-07-23 14:14:00,2024-07-23 14:14:00,16.0,1198.55,Não,Sim,8.0,-312.45,Sim,False,,Não,Fechado,1198.55,2024-06-30 00:00:00,2024,"-13 days, 0:27:00","-13 days, 0:27:00",Violado,Violado
CS-229,Incidente,Incident: 344205 - SGLab não salva alterações nos parâmetros de calibração de equipamentos,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-04 09:04:00,2024-06-04 18:46:00,2024-08-06 15:48:00,16.0,9.7,Sim,Não,8.0,8.0,Sim,False,,Não,Fechado,9.7,2024-06-30 00:00:00,2024,8:00:00,8:00:00,Atingido,Atingido
CS-230,Bug Legado,PMA - Bug no drop-down (menu) de Sales Orgs ao efetuar a troca da informação,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-12 19:32:00,2024-07-24 18:14:00,2024-07-24 18:14:00,16.0,1006.7,Não,Sim,8.0,-197.01666666666668,Sim,False,,Não,Fechado,1006.7,2024-06-30 00:00:00,2024,"-8 days, 5:01:00","-8 days, 5:01:00",Violado,Violado
CS-231,Bug,PMA - Exceptions no arquivo de log,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-14 11:57:00,2024-07-24 20:13:00,2024-07-24 20:13:00,16.0,968.2666666666667,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,968.2666666666667,2024-06-30 00:00:00,2024,8:00:00,"-3 days, 10:37:00",Violado,Atingido
CS-233,Bug,344530 - PMA - não salvar cotação com código de produto inativo/obsoleto,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-20 14:01:00,2024-07-29 20:08:00,2024-07-29 20:08:00,16.0,942.1166666666667,Não,Sim,8.0,-47.0,Sim,False,,Não,Fechado,942.1166666666667,2024-06-30 00:00:00,2024,"-1 day, 23:00:00","-1 day, 5:00:00",Violado,Violado
CS-236,Bug Legado,Bug na aprovação de cotações via import e no relatório de cotações aprovadas,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-21 20:24:00,2024-07-04 08:59:00,2024-07-04 08:59:00,16.0,300.5833333333333,Não,Sim,8.0,-70.2,Sim,False,,Não,Fechado,300.5833333333333,2024-06-30 00:00:00,2024,"-2 days, 22:12:00","-2 days, 22:12:00",Violado,Violado
CS-239,Bug,346914 - PMA - I can't export the quotation,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-26 14:53:00,2024-07-15 11:34:00,2024-07-15 11:34:00,16.0,452.68333333333334,Não,Sim,8.0,1.1666666666666667,Sim,False,,Não,Fechado,452.68333333333334,2024-06-30 00:00:00,2024,1:10:00,1:10:00,Atingido,Atingido
CS-240,Bug,346248 - Problem with SG LAB - Equipment from other areas appearing,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-06-28 12:55:00,2024-08-07 16:51:00,2024-08-07 16:51:00,16.0,963.9333333333333,Não,Sim,8.0,-28.666666666666668,Sim,False,,Não,Fechado,963.9333333333333,2024-06-30 00:00:00,2024,"-1 day, 4:40:00","-2 days, 19:40:00",Violado,Violado
CS-241,Bug,347675 Duplicidade usuário PGD,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-07-04 09:04:00,2024-07-15 11:35:00,2024-07-15 11:35:00,16.0,266.51666666666665,Não,Sim,8.0,-35.3,Sim,False,,Não,Fechado,266.51666666666665,2024-07-31 00:00:00,2024,"-1 day, 11:18:00","-2 days, 20:39:00",Violado,Violado
CS-243,Bug,347634 PMA - Products ICMS Import,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-07-10 16:45:00,2024-07-24 20:15:00,2024-08-07 16:52:00,16.0,339.5,Não,Sim,8.0,-47.0,Sim,False,,Não,Fechado,339.5,2024-07-31 00:00:00,2024,"-1 day, 23:00:00","-2 days, 8:04:00",Violado,Violado
CS-244,Bug,349228 PGD com comportamentos estranhos e muitos erros SQL no log,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-07-15 12:31:00,2025-03-24 10:53:00,2025-03-24 10:53:00,16.0,6046.366666666667,Não,Sim,8.0,-93.31666666666666,Sim,False,,Não,Fechado,6046.366666666667,2024-07-31 00:00:00,2024,"-3 days, 21:19:00","-48 days, 21:19:00",Violado,Violado
CS-246,Bug,"350062 PMA - botão ""save and export"" desabilitado para cotação aprovada",Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-07-22 10:08:00,2024-07-24 20:16:00,2024-07-25 10:11:00,16.0,58.13333333333333,Não,Sim,8.0,5.216666666666667,Sim,False,,Não,Fechado,58.13333333333333,2024-07-31 00:00:00,2024,5:13:00,"-1 day, 22:36:00",Violado,Atingido
CS-247,Bug,PMA - SQL TimeOut na exportação de produtos com filtros muito abrangentes,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-07-22 19:40:00,2024-07-24 20:17:00,2024-07-24 20:17:00,16.0,48.61666666666667,Não,Sim,8.0,-38.0,Sim,False,,Não,Fechado,48.61666666666667,2024-07-31 00:00:00,2024,"-1 day, 14:00:00","-10 days, 0:00:00",Violado,Violado
CS-248,Bug,PMA - Conexões com o serviço de SMTP ultrapassando o limite,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-07-22 20:10:00,2025-03-26 12:10:00,2025-03-26 12:10:00,16.0,5920.0,Não,Sim,8.0,-418.95,Sim,False,,Não,Fechado,5920.0,2024-07-31 00:00:00,2024,"-17 days, 10:57:00","-42 days, 1:19:00",Violado,Violado
CS-250,Bug,PMA - Não é possível salvar ou reenviar a cotação,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-07-25 09:50:00,2024-07-30 09:41:00,2024-08-01 11:02:00,16.0,119.85,Não,Sim,8.0,-47.53333333333333,Sim,False,,Não,Fechado,119.85,2024-07-31 00:00:00,2024,"-1 day, 23:32:00","-1 day, 23:32:00",Violado,Violado
CS-253,Bug Legado,351623 PGD não abre conteúdo,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-08-05 12:22:00,2024-10-18 07:43:00,2024-10-18 07:43:00,16.0,1771.35,Não,Sim,8.0,-29.416666666666668,Sim,False,,Não,Fechado,1771.35,2024-08-31 00:00:00,2024,"-1 day, 5:25:00","-4 days, 16:17:00",Violado,Violado
CS-254,Bug,351784 PMA - Correção campo cidade sumiu,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-08-06 09:43:00,2024-08-07 16:09:00,2024-08-09 17:03:00,16.0,30.433333333333334,Não,Sim,8.0,7.966666666666667,Sim,False,,Não,Fechado,30.433333333333334,2024-08-31 00:00:00,2024,7:58:00,7:58:00,Atingido,Atingido
CS-257,Bug,352825 PMA ISSUE TO CREATE PROSPECTS ,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-08-13 15:05:00,2024-09-26 14:52:00,2024-09-26 14:52:00,16.0,1055.7833333333333,Não,Sim,8.0,1.3,Sim,False,,Não,Fechado,1055.7833333333333,2024-08-31 00:00:00,2024,1:18:00,1:18:00,Atingido,Atingido
CS-259,Dúvida ,353095 PMA - relatório de produtos incompleto,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-08-16 13:46:00,2024-10-23 09:14:00,2024-10-23 09:14:00,16.0,1627.4666666666667,Não,Sim,8.0,4.716666666666667,Sim,False,,Não,Fechado,1627.4666666666667,2024-08-31 00:00:00,2024,4:43:00,4:43:00,Atingido,Atingido
CS-260,Bug,PMA - Usuários com perfil Sales Manager nao conseguem abrir o menu Price History,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-08-16 13:48:00,2024-10-18 07:41:00,2024-10-18 07:41:00,16.0,1505.8833333333334,Não,Sim,8.0,7.883333333333333,Sim,False,,Não,Fechado,1505.8833333333334,2024-08-31 00:00:00,2024,7:53:00,"-2 days, 5:24:00",Violado,Atingido
CS-263,Bug,356934 PMA - Histórico de preços está trazendo as justificativas do sales manager e account manager invertidas,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-09-18 15:17:00,2024-10-18 07:41:00,2024-10-18 07:41:00,16.0,712.4,Não,Sim,8.0,7.95,Sim,False,,Não,Fechado,712.4,2024-09-30 00:00:00,2024,7:57:00,"-2 days, 4:47:00",Violado,Atingido
CS-265,Bug Legado,355420 PMA - Filtros Quotation Dashboard,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-09-20 08:38:00,2025-01-08 11:59:00,2025-01-10 16:00:00,16.0,2643.35,Não,Sim,8.0,7.9,Sim,False,,Não,Fechado,2643.35,2024-09-30 00:00:00,2024,7:54:00,"-21 days, 8:05:00",Violado,Atingido
CS-266,Bug,357919 PMA - Quotation Price Import - Erro,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-09-26 15:06:00,2024-10-07 14:59:00,2024-10-07 14:59:00,16.0,263.8833333333333,Não,Sim,8.0,0.35,Sim,False,,Não,Fechado,263.8833333333333,2024-09-30 00:00:00,2024,0:21:00,"-1 day, 21:46:00",Violado,Atingido
CS-267,Bug,Bug na replicação de usuários do GestãoSmart para o PGA,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-07 16:46:00,2024-10-23 08:21:00,2024-10-23 08:21:00,16.0,375.5833333333333,Não,Sim,8.0,8.0,Sim,False,,Não,Fechado,375.5833333333333,2024-10-31 00:00:00,2024,8:00:00,"-1 day, 16:23:00",Violado,Atingido
CS-268,Bug,359285 Sistema Budget com erro na tela,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-08 20:38:00,2024-10-15 17:07:00,2024-10-15 17:07:00,16.0,164.48333333333332,Não,Sim,8.0,-43.63333333333333,Sim,False,,Não,Fechado,164.48333333333332,2024-10-31 00:00:00,2024,"-1 day, 19:38:00","-1 day, 19:38:00",Violado,Violado
CS-269,Bug,PMA quotation price upload não funciona,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-09 18:12:00,2024-10-16 12:34:00,2024-10-17 14:07:00,16.0,162.36666666666667,Não,Sim,8.0,-45.61666666666667,Sim,False,,Não,Fechado,162.36666666666667,2024-10-31 00:00:00,2024,"-1 day, 21:37:00","-1 day, 21:37:00",Violado,Violado
CS-270,Bug,PGD Usuáriso recebendo tela branca após publicação do CS-253,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-11 15:01:00,2024-10-15 17:54:00,2024-10-17 03:17:00,16.0,98.88333333333334,Não,Sim,8.0,-47.63333333333333,Sim,False,,Não,Fechado,98.88333333333334,2024-10-31 00:00:00,2024,"-1 day, 23:38:00","-1 day, 23:36:00",Violado,Violado
CS-271,Bug,359784 PGA - Avaliadores / Aprovadores de MOC não são listados,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-11 15:36:00,2024-10-16 12:34:00,2024-10-17 03:19:00,16.0,116.96666666666667,Não,Sim,8.0,-47.0,Sim,False,,Não,Fechado,116.96666666666667,2024-10-31 00:00:00,2024,"-1 day, 23:00:00","-1 day, 23:00:00",Violado,Violado
CS-272,Dúvida ,PMA dificuldade em carregar planilha com formato americano de numero,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-11 17:04:00,2024-10-15 08:54:00,2024-10-15 08:54:00,16.0,87.83333333333333,Não,Sim,8.0,7.966666666666667,Sim,False,,Não,Fechado,87.83333333333333,2024-10-31 00:00:00,2024,7:58:00,7:58:00,Atingido,Atingido
CS-273,Bug,359968 Erro no PGTP,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-15 08:29:00,2024-10-16 12:33:00,2024-10-17 00:08:00,16.0,28.066666666666666,Não,Sim,8.0,7.0,Sim,False,,Não,Fechado,28.066666666666666,2024-10-31 00:00:00,2024,7:00:00,7:00:00,Atingido,Atingido
CS-274,Dúvida ,359908 PMA - cliente não encontrado,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-10-15 08:35:00,2024-10-23 09:13:00,2024-10-23 09:13:00,16.0,192.63333333333333,Não,Sim,8.0,-46.53333333333333,Sim,False,,Não,Fechado,192.63333333333333,2024-10-31 00:00:00,2024,"-1 day, 22:32:00","-1 day, 22:32:00",Violado,Violado
CS-275,Bug,360091 Gestao Smart não esta salvando responsabilidades de MOC,Croda - Suporte - PIP489,Tribo 2,Finalizado,Medium,2024-10-15 11:23:00,2024-10-15 17:19:00,2024-10-17 03:25:00,16.0,5.933333333333334,Sim,Não,8.0,7.933333333333334,Sim,False,,Não,Fechado,5.933333333333334,2024-10-31 00:00:00,2024,7:56:00,7:56:00,Atingido,Atingido
CS-278,Bug,PGA: Tela de erro,Croda - Suporte - PIP489,Tribo 2,Concluído,Medium,2024-11-04 11:27:00,2024-11-08 12:30:00,2024-11-08 12:30:00,16.0,97.05,Não,Sim,8.0,0.6,Sim,False,,Não,Fechado,97.05,2024-11-30 00:00:00,2024,0:36:00,0:36:00,Atingido,Atingido
CS-280,Bug,INC0012777 GestaoSmart não salva o cargo,Croda - Suporte - PIP489,Tribo 2,Concluído,Lowest,2024-11-11 09:00:00,2025-01-15 13:33:00,2025-01-15 13:33:00,40.0,1564.55,Não,Sim,20.0,11.733333333333333,Sim,False,,Não,Fechado,1564.55,2024-11-30 00:00:00,2024,11:44:00,"-10 days, 16:12:00",Violado,Atingido
